1, Desma, Thomas
2, Dea, Aineas
3, Hippolyte, Zosimo
4, Calla, Krischnan
5, Terry, Pippo
6, Amaranth, Jaycen
7, Eurayle, Abderus
8, Theophilia, Parthenios
9, Jacintha, Eurystheus
1017, Aqua, Anieli,
1018, Eidothea, Trophonius,
1019, Telema, Klaasr,
1020, Olympia, Trophonius,
1021, Anatola, Gyurka,
1022, Alesia, Kadmus,
1023, Musidora, Cadmus,
1024, Andrianne, Pandareos,
1025, Andra, Oles,
1026, Ismene, Dolius,
1027, Cosma, Galinthias,
1028, Airla, Euryalus,
1029, Terryn, Lenaia,
1030, Bernice, Trophonius,
1031, Mellisa, Phaethon,
1032, Diarria, Sarpedon,
1033, Iole, Tivadar,
1034, Odelle, Daedalus,
1035, Dirce, Estevao,
1036, Omphale, Theophile,
1037, Carissa, Priapus,
1038, Astrea, Andreas,
1039, Akilina, Petrelis,
1040, Ceto, Jerzyr,
1041, Eleni, Enea,
1042, Delphine, Enceladus,
1043, Arethusa, Aonghas,
1044, Gelasia, Istvan,
1045, Penny, Idomeneus,
1046, Elephteria, Nilos,
1047, Celandia, Urian,
1048, Jenesis, Hyperion,
1049, Pyrene, Hieronymus,
1050, Zoelie, Demetre,
1051, Theophila, Perdlx,
1052, Ceto, Peru,
1053, Dice, Zoltar,
1054, Phila, Grigorov,
1055, Kalika, Hippocampus,
1056, Efthemia, Kanella,
1057, Jacki, Antilochus,
1058, Podarge, Midas,
1059, Thekla, Aristotelis,
1060, Sibella, Zeus,
1061, Elpida, Hercules,
1062, Alysia, Pero,
1063, Xyliana, Anstiss,
1064, Myrtis, Hades,
1065, Strephon, Cristoforo,
1066, Cathy, Athanasios,
1067, Malissa, Klaasr,
1068, Teresina, Enea,
1069, Myrtle, Midas,
1070, Sofi, Nilo,
1071, Kalista, Eleutherios,
1072, Tiana, Titos,
1073, Alexandina, Sander,
1074, Luigina, Vasyitso,
1075, Xylina, Eachann,
1076, Elissa, Jason,
1077, Terri, Tityus,
1078, Xanthe, Gregory,
1079, Ismini, Telephus,
1080, Terrie, Cirillo,
1081, Kathelyn, Christoph,
1082, Hermandina, Geordie,
1083, Sybil, Eurus,
1084, Egeria, Phorcys,
1085, Jacintha, Alexzande,
1086, Nympha, Petr,
1087, Pelicia, Galen,
1088, Chezarina, Pandarus,
1089, Timothia, Nik,
1090, Delia, Theodore,
1091, Kathelyn, Pentheus,
1092, Andrianne, Icelos,
1093, Cosima, Eros,
1094, Syrinx, Aristid,
1095, Calliste, Eugenios,
1096, Kristel, Ivanetsr,
1097, Caitilin, Kipr,
1098, Junia, Eurypylus,
1099, Cora, Cirio,
1100, Karis, Achilleas,
1101, Aliki, Demogorgon,
1102, Idola, Toribio,
1103, Karisa, Ivankor,
1104, Leonora, Zelotes,
1105, Neysa, Filips,
1106, Apollonia, Corban,
1107, Argie, Nikodem,
1108, Desma, Obelix,
1109, Telma, Lippi,
1110, Marketa, Triptolemus,
1111, Pephredo, Aristeides,
1112, Chroma, Geordi,
1113, Kathelyn, Astro,
1114, Theona, Oenomaus,
1115, Kriska, Tydeus,
1116, Kalika, Gyoergy,
1117, Ellie, Napolean,
1118, Demetra, Andonios,
1119, Kari, Adras,
1120, Solona, Nisus,
1121, Minta, Tymoteusz,
1122, Kristine, Briareus,
1123, Pam, Steenie,
1124, Efthemia, Petrelis,
1125, Ellie, Aniketos,
1126, Faythe, Fulop,
1127, Alexia, Philo,
1128, Kalista, Arsenio,
1129, Cardea, Eurus,
1130, Catalyn, Aleksandr,
1131, Melina, Dare,
1132, Sebastiana, Xenon,
1133, Adelphie, Cyrillus,
1134, Zoya, Tiomoid,
1135, Clyte, Endre,
1136, Alyssa, Aegyptus,
1137, Kethryn, Amphiaraus,
1138, Jeno, Isadorer,
1139, Elysa, Evander,
1140, Iren, Hipolit,
1141, Ellen, Aristaeus,
1142, Justina, Irus,
1143, Penelope, Tassos,
1144, Thyra, Jason,
1145, Ritza, Aniol,
1146, Kloey, Seoirse,
1147, Agathi, Cecrops,
1148, Tethys, Matthias,
1149, Sirena, Feodor,
1150, Eula, Daymon,
1151, Philana, Eustasius,
1152, Mintha, Xuthus,
1153, Kareena, Stavros,
1154, Zelia, Basil,
1155, Xylinia, Celeus,
1156, Karin, Amphitryon,
1157, Melpomene, Delphinus,
1158, Sherise, Haemon,
1159, Iren, Calidan,
1160, Disa, Philander,
1161, Peggy, Gyorgy,
1162, Zoel, Nik,
1163, Iris, Anael,
1164, Cassie, Medus,
1165, Zephira, Hymen,
1166, Sibilla, Delphinus,
1167, Antigone, Kyrillosr,
1168, Tertia, Medus,
1169, Thaïs, Palaemon,
1170, Onyx, Alekos,
1171, Delphine, Jencir,
1172, Zsofia, Archimedes,
1173, Corinne, Phylo,
1174, Katakin, Damocles,
1175, Luigina, Melancton,
1176, Teofilia, Gergely,
1177, Thea, Euryalus,
1178, Zenaide, Tereus,
1179, Anysia, Alexzande,
1180, Myrtle, Belen,
1181, Melanie, Aiakos,
1182, Esme, Euryalus,
1183, Cyrene, Damon,
1184, Nitsa, Isadorer,
1185, Sofronia, Kipr,
1186, Ellice, Eurylochus,
1187, Kalish, Nick,
1188, Moirai, Damocles,
1189, Christine, Cronus,
1190, Zanthe, Calix,
1191, Zandra, Phillip,
1192, Amara, Thanos,
1193, Petrina, Thanasis,
1194, Filomenia, Alexio,
1195, Dorothy, Thomas,
1196, Marguerita, Teodors,
1197, Philena, Androu,
1198, Halina, Ixion,
1199, Zoey, Nilos,
1200, Solon, Lycaon,
1201, Andreanna, Celeus,
1202, Euphrasia, Pylades,
1203, Nyssa, Phineus,
1204, Alannis, Argo,
1205, Doria, Belen,
1206, Zena, Gyurka,
1207, Scylla, Panagiotis,
1208, Anysia, Vitalis,
1209, Irynia, Otos,
1210, Pheobe, Ollie,
1211, Alecta, Aesculapius,
1212, Alithia, Kosmosr,
1213, Theresia, Philipos,
1214, Clematis, Anastasius,
1215, Keres, Irus,
1216, Stephanie, George,
1217, Helice, Phrixus,
1218, Aello, Prometheus,
1219, Madelia, Leksi,
1220, Katarin, Xanthus,
1221, Hosanna, Eurus,
1222, Cassie, George,
1223, Theophane, Tityus,
1224, Ellena, Priapus,
1225, Althee, Oedipus,
1226, Astrea, Pancratius,
1227, Hypatia, Polyphemus,
1228, Eula, Thomas,
1229, Neola, Peder,
1230, Ariana, Ampyx,
1231, Zondra, Antiphates,
1232, Helenka, Alcander,
1233, Akantha, Lippio,
1234, Ellena, Iphides,
1235, Teofilia, Telephus,
1236, Callisto, Stephen,
1237, Altheta, Theodor,
1238, Chezarina, Fulop,
1239, Altheta, Drakon,
1240, Leucothea, Melecertes,
1241, Kacia, Phemius,
1242, Hygieia, Eustasius,
1243, Sema, Iphitus,
1244, Corinna, Castor,
1245, Airla, Jasen,
1246, Eugina, Daedalus,
1247, Cinyras, Nick,
1248, Zoya, Lysander,
1249, Althaea, Eustachy,
1250, Zoe, Elpenor,
1251, Zephyrine, Nikolajis,
1252, Nireta, Kristr,
1253, Kasma, Halirrhothius,
1254, Thaddea, Niklaus,
1255, Solone, Jerry,
1256, Halcyone, Anatol,
1257, Castalia, Pentheus,
1258, Cate, Perdlx,
1259, Grete, Timothy,
1260, Mirias, Bellerophon,
1261, Euiycleia, Palaemon,
1262, Euphemie, Theodon,
1263, Isaure, Theodon,
1264, Gamma, Adapa,
1265, Hali, Ophion,
1266, Terpsichore, Idomeneus,
1267, Kynthia, Damyan,
1268, Dice, Anieli,
1269, Olympia, Matthias,
1270, Helice, Eugenios,
1271, Calliah, Adras,
1272, Titania, Jurgisr,
1273, Agni, Avernus,
1274, Europa, Gergely,
1275, Terisita, Halirrhothius,
1276, Cardea, Achilles,
1277, Galatea, Minos,
1278, Atlas, Procrustes,
1279, Thenomia, Coridan,
1280, Irayna, Nikodem,
1281, Cybill, Andy,
1282, Theophanie, Kristopher,
1283, Agnek, Chimera,
1284, Solstice, Briareus,
1285, Eleana, Inachus,
1286, Tessie, Argos,
1287, Hippolyta, Elpidios,
1288, Fauna, Galinthias,
1289, Ate, Icelos,
1290, Cleone, Eugenius,
1291, Aetna, Piarres,
1292, Mona, Salmoneus,
1293, Cinnabar, Alpheus,
1294, Tedre, Krischnan,
1295, Fotina, Telegonus,
1296, Giancinta, Krischanr,
1297, Ambrosia, Aonghas,
1298, Eris, Gregory,
1299, Adelpha, Pello,
1300, Sibby, Eteocles,
1301, Thalia, Ascanius,
1302, Rizpah, Bastiaan,
1303, Cathlin, Tyndareus,
1304, Pyrrha, Asopus,
1305, Isaure, Aristid,
1306, Nemesis, Nilo,
1307, Saba, Nik,
1308, Philana, Kristopher,
1309, Iiithya, Arkhippos,
1310, Ariana, Hypnos,
1311, Mindy, Feodor,
1312, Artemia, Deiphobus,
1313, Anysia, Iphitus,
1314, Catia, Sander,
1315, Vara, Triptolemus,
1316, Philida, Xander,
1317, Venetia, Zenobio,
1318, Anticlea, Alekos,
1319, Hypatia, Hesperos,
1320, Candice, Pierro,
1321, Elma, Elpenor,
1322, Evangela, Prophyrios,
1323, Terry, Abydos,
1324, Cathlin, Minos,
1325, Dorianne, Athanasois,
1326, Euphrasia, Niocole,
1327, Jacynth, Filips,
1328, Rheta, Hyancinthe,
1329, Adelphe, Acteon,
1330, Madge, Pandareos,
1331, Agna, Eugeni,
1332, Anastashia, Halithersis,
1333, Halcyone, Pete,
1334, Kacia, Christophoros,
1335, Airla, Yehor,
1336, Stefina, Hypnos,
1337, Hyades, Euclid,
1338, Cyndi, Stamitos,
1339, Alala, Hiero,
1340, Medora, Hephaestus,
1341, Georgia, Nikolos,
1342, Theora, Gelasius,
1343, Diana, Cenon,
1344, Cassiopeia, Polymestor,
1345, Diondra, Petter,
1346, Penthesilea, Talos,
1347, Demetria, Piero,
1348, Niki, Nicolaus,
1349, Philena, Zeth,
1350, Tomai, Yurii,
1351, Kristin, Turannos,
1352, Dorlisa, Coridan,
1353, Hestia, Toxeus,
1354, Dawn, Dareios,
1355, Pearly, Thaumas,
1356, Melantha, Leonidas,
1357, Melpomene, Damen,
1358, Ariadna, Estevao,
1359, Ephie, Ajax,
1360, Nefili, Chiyses,
1361, Kari, Caesar,
1362, Pomona, Cesare,
1363, Annys, Chimera,
1364, Europa, Calidan,
1365, Melpomene, Istvan,
1366, Agatha, Eurypylus,
1367, Aletha, Fulop,
1368, Koline, Alasd,
1369, Cleone, Adonis,
1370, Iris, Coridan,
1371, Strep, Baccus,
1372, Kristin, Patroclus,
1373, Diana, Peder,
1374, Stella, Ajax,
1375, Theresia, Dionysios,
1376, Eos, Poseidon,
1377, Myrtle, Agler,
1378, Argia, Telemachus,
1379, Kathelyn, Antinous,
1380, Efterpi, Stéphane,
1381, Hygeia, Khristos,
1382, Philena, Eurus,
1383, Stacie, Filippo,
1384, Melantha, Sebasten,
1385, Catherin, Hymen,
1386, Filia, Gregory,
1387, Marjory, Agamemnon,
1388, Kit, Petros,
1389, Junia, Vasileios,
1390, Dori, Petros,
1391, Rhea, Dymas,
1392, Tecla, Hymen,
1393, Fotina, Adapa,
1394, Terryn, Anstiss,
1395, Megara, Thaddeus,
1396, Sebastene, Eleftherios,
1397, Cybil, Theodore,
1398, Malissa, Teodors,
1399, Apollonia, Prometheus,
1400, Neomia, Darius,
1401, Cinnabar, Eurylochus,
1402, Adelphe, Xanto,
1403, Letha, Faustus,
1404, Rizpah, Eurystheus,
1405, Nathacha, Nyke,
1406, Yolanda, Phemius,
1407, Sofier, Kozma,
1408, Nelma, Cyrille,
1409, Evangela, Philo,
1410, Hedea, Cercyon,
1411, Evanthe, Dorean,
1412, Kolette, Korudon,
1413, Desma, Ixion,
1414, Dea, Galen,
1415, Ophelia, Santos,
1416, Jola, Adonis,
1417, Hosanna, Taxiarchai,
1418, Hilaeira, Claas,
1419, Ismene, Kristofr,
1420, Medea, Ixion,
1421, Lilika, Vernados,
1422, Lara, Alastor,
1423, Christine, Titos,
1424, Narella, Antinous,
1425, Tryfena, Procrustes,
1426, Dahlia, Christoph,
1427, Zoe, Istvan,
1428, Iole, Prokopios,
1429, Kasondra, Cercyon,
1430, Basileia, Theociymenus,
1431, Lalage, Karan,
1432, Dorothy, Jornr,
1433, Merope, Erechtheus,
1434, Aleksandrya, Cyrano,
1435, Corinthia, Melancton,
1436, Adelphe, Tyndareus,
1437, Tiffeny, Kristr,
1438, Coralia, Tuder,
1439, Denae, Neo,
1440, Thaïs, Elpenor,
1441, Niobe, Epifanio,
1442, Ina, Georgios,
1443, Darynn, Titos,
1444, Thera, Sarpedon,
1445, Elaina, Leonidas,
1446, Agaue, Thomas,
1447, Gamma, Gergely,
1448, Laodamia, Peder,
1449, Alecta, Euclid,
1450, Evangelina, Notus,
1451, Gryta, Agatone,
1452, Calista, Oenomaus,
1453, Rena, Aegisthus,
1454, Dimity, Yura,
1455, Doralia, Pygmalion,
1456, Obelia, Priam,
1457, Eudosis, Demetrius,
1458, Amaranth, Anastasius,
1459, Amazonia, Peadair,
1460, Teigra, Xanthus,
1461, Margareta, Achilleas,
1462, Parthenia, Claus,
1463, Aretina, Meleager,
1464, Venessa, Stefanos,
1465, Jacynth, Kozma,
1466, Teigra, Seoirse,
1467, Sebastiana, Stefanos,
1468, Callidora, Eurus,
1469, Yalene, Philander,
1470, Bairbre, Chiyses,
1471, Ahellona, Eustasius,
1472, Lia, Ermin,
1473, Penney, Coireall,
1474, Themis, Dimitur,
1475, Melleta, Andor,
1476, Phyllis, Pontus,
1477, Demas, Euclid,
1478, Aethra, Pan,
1479, Zosima, Stefanos,
1480, Marguerita, Jasen,
1481, Clymene, Tyndareus,
1482, Disa, Nectarios,
1483, Antigone, Andreus,
1484, Teigra, Ektoras,
1485, Dorte, Dymas,
1486, Anusia, Absyrtus,
1487, Cyma, Orrin,
1488, Canisa, Tiomoid,
1489, Here, Zenos,
1490, Helenka, Athanasois,
1491, Melaney, Stavros,
1492, Styx, Yurii,
1493, Vangie, Pericles,
1494, Aphrodite, Polycarp,
1495, Hermia, Socrates,
1496, Basilia, Demitrius,
1497, Dinora, Pierro,
1498, Ariadna, Tityus,
1499, Hippolyta, Feodor,
1500, Xylona, Pertras,
1501, Kethryn, Epeius,
1502, Pelagia, Coireall,
1503, Madelia, Seoirse,
1504, Hester, Isidrro,
1505, Moerae, Zoltar,
1506, Airla, Faustus,
1507, Zena, Cleatus,
1508, Kristell, Preben,
1509, Basilia, Eustasius,
1510, Hehe, Athanasios,
1511, Calantha, Kristopher,
1512, Alysia, Eustazio,
1513, Evgenia, Kitr,
1514, Zelinia, Marcario,
1515, Terrie, Anndra,
1516, Agalia, Anndra,
1517, Dordie, Bedros,
1518, Parthenia, Helenus,
1519, Aundrea, Phillippa,
1520, Acantha, Toribio,
1521, Penthia, Ambrose,
1522, Monica, Anastasios,
1523, Velma, Piero,
1524, Christianna, Piero,
1525, Lalage, Anker,
1526, Cassondra, Eurypylus,
1527, Chrysta, Timothy,
1528, Veronicha, Hymen,
1529, Amazonia, Christos,
1530, Hekuba, Avel,
1531, Gredel, Melanion,
1532, Helia, Dymas,
1533, Phemia, Miles,
1534, Xyliana, Maximus,
1535, Kasma, Telephus,
1536, Dessa, Andor,
1537, Ilay, Gregoly,
1538, Madelia, Barnabas,
1539, Angeliki, Evasn,
1540, Cyma, Delphinus,
1541, Katus, Daedalus,
1542, Alala, Makarioa,
1543, Minta, Theophilus,
1544, Stefina, Kozma,
1545, Demas, Yurochka,
1546, Philomena, Neo,
1547, Natasha, Abydos,
1548, Moerae, Sarpedon,
1549, Euterpe, Arsen,
1550, Callie, Jaysen,
1551, Pyrene, Appollo,
1552, Gryta, Oeneus,
1553, Myrtis, Artemas,
1554, Melantho, Obelix,
1555, Andrienne, Eugenios,
1556, Bairbre, Theophile,
1557, Alyssa, Titos,
1558, Ilithya, Cos,
1559, Eirene, Baste,
1560, Agna, Iorgas,
1561, Zephyrine, Eachann,
1562, Elena, Drakon,
1563, Kalliope, Filips,
1564, Thyra, Epeius,
1565, Terryn, Idas,
1566, Celosia, Hyacinthusr,
1567, Nellie, Tertius,
1568, Aletha, Attis,
1569, Karissa, Alec,
1570, Merope, Damian,
1571, Demetra, Cirio,
1572, Dysis, Phylo,
1573, Ocean, Ixidorr,
1574, Zofie, Jorenr,
1575, Cinnabar, Talos,
1576, Anatole, Poseidon,
1577, Madeline, Obiareus,
1578, Terpsichore, Coireall,
1579, Vavara, Draken,
1580, Zoey, Eudor,
1581, Carlyn, Lycaon,
1582, Esme, Diomedes,
1583, Monica, Baste,
1584, Metis, Alcinoos,
1585, Strep, Sebastian,
1586, Caitiyn, Talos,
1587, Cestus, Ganymede,
1588, Doretta, Macaire,
1589, Mindy, Dimitris,
1590, Andrina, Kasmy,
1591, Dea, Damyen,
1592, Mellisa, Constantine,
1593, Agafia, Aiakos,
1594, Penney, Calchas,
1595, Doralice, Phil,
1596, Merta, Polynices,
1597, Dionysia, Acestes,
1598, Doralis, Avel,
1599, Mnemosyne, Orestes,
1600, Patia, Christobel,
1601, Eustella, Corban,
1602, Anneliese, Cocytus,
1603, Tyro, Urian,
1604, Kay, Jaison,
1605, Meleta, Phrixus,
1606, Kynthia, Gyoergy,
1607, Apollonia, Neleus,
1608, Theodora, Acestes,
1609, Dimity, Aesculapius,
1610, Cassie, Icarus,
1611, Moerae, Aeetes,
1612, Aminta, Darien,
1613, Helenka, Aristotle,
1614, Saba, Aniol,
1615, Abellone, Octavius,
1616, Hedyla, Pegasus,
1617, Maris, Hercules,
1618, Doralis, Telegonus,
1619, Pamelia, Sirius,
1620, Angele, Damasko,
1621, Ellen, Aristid,
1622, Christine, Glaucus,
1623, Dessa, Rhoecus,
1624, Hippodamia, Adonis,
1625, Euphemie, Apostolos,
1626, Isaure, Maximus,
1627, Melleta, Kratos,
1628, Theophane, Phemius,
1629, Terri, Idomeneus,
1630, Lalita, Odysseus,
1631, Mintha, Steafan,
1632, Lais, Panos,
1633, Xanthe, Cerbeius,
1634, Narella, Cirilio,
1635, Thaleia, Eurypylus,
1636, Phedra, Ollie,
1637, Gregoriana, Eleutherios,
1638, Olympia, Damion,
1639, Xena, Idomeneus,
1640, Stella, Alexander,
1641, Doralie, Anker,
1642, Aundrea, Egidio,
1643, Melena, Steenie,
1644, Cathiyn, Nereus,
1645, Stefinia, Athan,
1646, Thisbe, Calchas,
1647, Jacki, Pete,
1648, Evangiline, Deucalion,
1649, Trine, Aeetes,
1650, Philomina, Anatol,
1651, Anthea, Tymoteusz,
1652, Clianthe, Cadmus,
1653, Celandia, Nick,
1654, Karlyn, Astro,
1655, Philis, Pericles,
1656, Theora, Xenon,
1657, Andreanna, Mentor,
1658, Rhonda, Christoph,
1659, Ariadna, Deo,
1660, Nausicaa, Sander,
1661, Helenka, Zander,
1662, Philomena, Jaycen,
1663, Ecterine, Mateo,
1664, Theore, Andonios,
1665, Andrina, Kirilr,
1666, Halcyone, Pete,
1667, Uriana, Zoilo,
1668, Aglauros, Hippolytusr,
1669, Damalis, Lichas,
1670, Sybil, Ambrus,
1671, Kori, Polyphemus,
1672, Ximena, Kostas,
1673, Anthea, Angell,
1674, Chruse, Charybdis,
1675, Styx, Damae,
1676, Fotini, Cyrille,
1677, Dionysie, Iasion,
1678, Sofi, Epifanio,
1679, Moirai, Peru,
1680, Melanctha, Charybdis,
1681, Kasaundra, Arsene,
1682, Zoel, Teucer,
1683, Cleopatra, Barnabas,
1684, Sybyl, Nicholas,
1685, Phoeve, Otos,
1686, Jenesis, Eryx,
1687, Kristyna, Cetus,
1688, Alvis, Phinees,
1689, Aleksandrya, Ambrose,
1690, Dawn, Peder,
1691, Ismene, Laocoon,
1692, Nellis, Pelops,
1693, Crysta, Narkis,
1694, Cypris, Philipos,
1695, Sema, Claas,
1696, Ismini, Cicero,
1697, Melantha, Khristos,
1698, Iriana, Damon,
1699, Lethe, Alyoshenka,
1700, Agna, Cenon,
1701, Deitra, Ladon,
1702, Tasha, Oenomaus,
1703, Diana, Hippolytusr,
1704, Arethusa, Cicero,
1705, Xantha, Ambrus,
1706, Acnes, Thadeus,
1707, Zoe, Kostas,
1708, Lotus, Cenon,
1709, Elani, Alexzande,
1710, Agni, Vasileios,
1711, Dordei, Eurylochus,
1712, Odysseia, Obiareus,
1713, Dorothea, Aristokles,
1714, Angelee, Theodis,
1715, Chrystie, Damocles,
1716, Cythera, Nikolas,
1717, Cate, Achilles,
1718, Bernice, Xenon,
1719, Irene, Eurypylus,
1720, Delbina, Agathias,
1721, Oceana, Ixion,
1722, Phyliss, Peadair,
1723, Calysta, Arsen,
1724, Andrena, Corban,
1725, Atlanta, Otos,
1726, Pyrene, Cyr,
1727, Sandi, Aonghas,
1728, Eurayle, Damyen,
1729, Hygieia, Marco,
1730, Dora, Julian,
1731, Thalassa, Orthros,
1732, Xantha, Erymanthus,
1733, Asasia, Anstiss,
1734, Cynthia, Zosimo,
1735, Myrtia, Kyros,
1736, Elianne, Nikos,
1737, Stella, Tiresias,
1738, Corinthia, Loxias,
1739, Anatola, Pertras,
1740, Zoya, Thanasis,
1741, Detria, Toribio,
1742, Hypate, Alexandras,
1743, Delphina, Eurystheus,
1744, Colista, Aniketos,
1745, Chloris, Absyrtus,
1746, Cybill, Thad,
1747, Ephie, Poseidon,
1748, Kalyn, Epeius,
1749, Cinyras, Nyke,
1750, Dionysia, Zenobio,
1751, Petronelle, Aiakos,
1752, Dysis, Damaskenos,
1753, Dory, Theros,
1754, Pyrrha, Philo,
1755, Alisa, Georgios,
1756, Fedora, Niklaus,
1757, Seema, Kostas,
1758, Dione, Baptiste,
1759, Faythe, Pancratius,
1760, Aleksandrya, Matthias,
1761, Aminta, Peder,
1762, Feodora, Denes,
1763, Alysia, Pilib,
1764, Helena, Demodocus,
1765, Eurydice, Pittheus,
1766, Melora, Eudor,
1767, Callista, Flip,
1768, Theola, Tarasios,
1769, Olimpia, Phrixus,
1770, Kalish, Nikolajis,
1771, Hehe, Theo,
1772, Megan, Aegisthus,
1773, Neoma, Narkis,
1774, Deitra, Endymion,
1775, Odelia, Tymek,
1776, Karessa, Steafan,
1777, Doretta, Christoffel,
1778, Alecta, Acastus,
1779, Nerin, Euryton,
1780, Tienette, Talus,
1781, Veronicha, Eleutherios,
1782, Katherine, Patroclus,
1783, Europa, Ektoras,
1784, Desma, Eustasius,
1785, Gredel, Eusebois,
1786, Aedon, Stephen,
1787, Mala, Anastasius,
1788, Koline, Korudon,
1789, Antiope, Topher,
1790, Calista, Anchises,
1791, Ritsa, Stephano,
1792, Hypsipyle, Cenon,
1793, Lystra, Ollie,
1794, Polyhymnia, Boreas,
1795, Cliantha, Kirilr,
1796, Eriphyle, Homerus,
1797, Kolina, Daedalus,
1798, Peony, Staffen,
1799, Anstace, Aeneas,
1800, Anastasha, Sarpedon,
1801, Odele, Pandareos,
1802, Sophie, Baltsaros,
1803, Tedra, Anieli,
1804, Coralina, Ancaeus,
1805, Evgenia, Alec,
1806, Marina, Telegonus,
1807, Christina, Agamemnon,
1808, Helike, Kratos,
1809, Kasondra, Nyke,
1810, Aetna, Cleobis,
1811, Irta, Aiakos,
1812, Lycoris, Kirilr,
1813, Lotus, Kanella,
1814, Eulallia, Hippocampus,
1815, Clio, Nereus,
1816, Catharina, Endymion,
1817, Ismini, Homeros,
1818, Neysa, Xenos,
1819, Linore, Eustace,
1820, Angelena, Teucer,
1821, Velma, Alessandro,
1822, Cosima, Sophia,
